timestamp,label,rssi_AA_BB_CC_11_22_33,rssi_AA_BB_CC_44_55_66,rssi_AA_BB_CC_77_88_99,rssi_AA_BB_CC_AA_BB_CC
1772952515.3544972,0,-43,-66,-69,-78
1772952515.855076,0,-42,-69,-69,-78
1772952516.3556287,0,-43,-66,-69,-78
1772952516.8562992,0,-47,-67,-70,-75
1772952517.3570685,0,-47,-67,-71,-73
1772952517.8572762,0,-45,-64,-71,-75
1772952518.3575027,0,-46,-65,-71,-77
1772952518.8580663,0,-45,-65,-70,-79
1772952519.3582778,0,-45,-63,-69,-81
1772952519.8587377,0,-44,-65,-71,-82
1772952520.3593829,0,-43,-61,-70,-85
1772952520.8596046,0,-42,-63,-69,-82
1772952521.3602715,0,-43,-66,-70,-82
1772952521.8613753,0,-43,-66,-73,-83
1772952522.3616054,0,-44,-68,-70,-83
1772952522.8620052,0,-44,-66,-70,-83
1772952523.3625002,0,-47,-66,-69,-84
1772952523.8629472,0,-49,-65,-68,-83
1772952524.363292,0,-47,-64,-69,-83
1772952524.863521,0,-44,-62,-70,-84
1772952525.363864,0,-45,-60,-68,-85
1772952525.8642035,0,-46,-64,-66,-85
1772952526.364801,0,-47,-65,-67,-86
1772952526.8649585,0,-46,-68,-67,-86
1772952527.3656912,0,-46,-69,-68,-86
1772952527.8658564,0,-47,-69,-68,-82
1772952528.3660235,0,-46,-69,-68,-82
1772952528.8665845,0,-46,-70,-66,-82
1772952529.3670392,0,-48,-70,-66,-83
1772952529.8675737,0,-45,-67,-65,-82
1772952530.3679678,0,-46,-66,-68,-86
1772952530.868233,0,-49,-69,-66,-86
1772952531.3688905,0,-49,-67,-68,-80
1772952531.8693988,0,-49,-65,-67,-82
1772952532.3697703,0,-46,-66,-66,-78
1772952532.8696535,0,-44,-66,-63,-82
1772952533.3697517,0,-50,-69,-65,-83
1772952533.8700473,0,-46,-68,-67,-83
1772952534.3704834,0,-47,-70,-68,-85
1772952534.8710532,0,-47,-69,-67,-85
1772952535.3715503,0,-48,-71,-67,-85
1772952535.8719547,0,-47,-68,-68,-86
1772952536.372422,0,-45,-66,-65,-84
1772952536.8727334,0,-45,-67,-68,-77
1772952537.373343,0,-44,-66,-68,-75
1772952537.873884,0,-44,-66,-67,-78
1772952538.3740935,0,-45,-65,-67,-80
1772952538.8747814,0,-45,-66,-69,-81
1772952539.3750908,0,-45,-65,-70,-80
1772952539.8755083,0,-47,-64,-71,-80
1772952540.3757246,0,-46,-65,-71,-79
1772952540.8759227,0,-49,-65,-71,-81
1772952541.376309,0,-48,-66,-67,-83
1772952541.8773875,0,-48,-65,-68,-81
1772952542.377752,0,-49,-61,-67,-80
1772952542.8782582,0,-46,-64,-67,-77
1772952543.3788457,0,-45,-61,-70,-79
1772952543.878954,0,-43,-59,-71,-80
1772952544.3797088,0,-41,-61,-71,-79
1772952544.8800232,0,-41,-64,-70,-80
